t_s,req_s,ok,not_found,timeout,overloaded,backend_unavailable,other,q0,q1,q2,avg_queue_wait_ms,avg_qwait_s0_ms,avg_qwait_s1_ms,avg_qwait_s2_ms,active_s0,active_s1,active_s2,waiting_s0,waiting_s1,waiting_s2,circuit_s0,circuit_s1,circuit_s2,open_clients,lat_le_1ms,lat_le_2ms,lat_le_5ms,lat_le_10ms,lat_le_20ms,lat_le_50ms,lat_le_100ms,lat_le_200ms,lat_le_500ms,lat_le_1000ms,lat_le_2000ms,lat_le_5000ms,lat_gt_5000ms
40.0084,6944,1578,5366,0,0,0,0,0,0,0,0.0499767,0.0485739,0.051116,0.0502863,0,1,1,0,1,1,0,0,0,64,6943,6944,6944,6944,6944,6944,6944,6944,6944,6944,6944,6944,0
41.0086,6957,1708,5249,0,0,0,0,0,0,0,0.0498881,0.0490746,0.0503817,0.0502289,1,0,1,1,0,1,0,0,0,64,6955,6956,6957,6957,6957,6957,6957,6957,6957,6957,6957,6957,0
42.0087,6942,1711,5231,0,0,0,0,0,0,0,0.0507221,0.0513244,0.0500426,0.050807,0,1,1,0,1,1,0,0,0,64,6938,6942,6942,6942,6942,6942,6942,6942,6942,6942,6942,6942,0
43.009,6890,1718,5172,0,0,0,0,1,0,0,0.0508579,0.0504647,0.0507423,0.051374,0,0,1,0,0,1,0,0,0,64,6880,6889,6890,6890,6890,6890,6890,6890,6890,6890,6890,6890,0
44.0091,6872,1766,5106,0,0,0,0,0,0,0,0.051721,0.0502723,0.0545488,0.0501436,1,0,2,1,0,2,0,0,0,64,6862,6871,6872,6872,6872,6872,6872,6872,6872,6872,6872,6872,0
45.0093,6931,1782,5149,0,0,0,0,0,0,0,0.0506409,0.0500216,0.0510889,0.0508271,2,1,0,2,1,0,0,0,0,64,6926,6931,6931,6931,6931,6931,6931,6931,6931,6931,6931,6931,0
46.0097,6983,1801,5182,0,0,0,0,0,0,0,0.0502051,0.0504779,0.0502735,0.0498563,2,1,0,1,1,0,0,0,0,64,6983,6983,6983,6983,6983,6983,6983,6983,6983,6983,6983,6983,0
47.0098,6994,1779,5215,0,0,0,0,0,0,0,0.0512067,0.0503871,0.0502015,0.053048,1,0,1,1,0,1,0,0,0,64,6986,6993,6994,6994,6994,6994,6994,6994,6994,6994,6994,6994,0
48.0101,6933,1881,5052,0,0,0,0,1,0,0,0.0507398,0.0511973,0.0500882,0.0509157,1,0,1,1,0,1,0,0,0,64,6931,6933,6933,6933,6933,6933,6933,6933,6933,6933,6933,6933,0
49.0102,6937,1907,5030,0,0,0,0,0,0,0,0.0513894,0.0517859,0.0512078,0.0511701,0,0,3,0,0,3,0,0,0,64,6934,6937,6937,6937,6937,6937,6937,6937,6937,6937,6937,6937,0
50.0104,6967,1952,5015,0,0,0,0,0,0,0,0.050064,0.0500779,0.0508661,0.0492825,1,0,1,1,0,1,0,0,0,64,6965,6967,6967,6967,6967,6967,6967,6967,6967,6967,6967,6967,0
51.0106,6994,1957,5037,0,0,0,0,0,0,0,0.049339,0.0492591,0.0491541,0.0495983,0,0,1,0,0,1,0,0,0,64,6991,6994,6994,6994,6994,6994,6994,6994,6994,6994,6994,6994,0
52.0107,6985,2027,4958,0,0,0,0,0,0,0,0.0511241,0.0503684,0.0524744,0.0505388,0,2,0,0,2,0,0,0,0,64,6976,6984,6985,6985,6985,6985,6985,6985,6985,6985,6985,6985,0
53.0109,6935,1969,4966,0,0,0,0,0,0,0,0.0508809,0.0508583,0.0503046,0.0515057,1,2,0,1,2,0,0,0,0,64,6934,6935,6935,6935,6935,6935,6935,6935,6935,6935,6935,6935,0
54.0111,6931,1938,4993,0,0,0,0,0,0,0,0.0510539,0.0506393,0.0511849,0.0513154,2,1,0,1,1,0,0,0,0,64,6925,6929,6931,6931,6931,6931,6931,6931,6931,6931,6931,6931,0
55.0113,6947,2003,4944,0,0,0,0,0,0,0,0.0511481,0.0513064,0.0505298,0.0515894,1,1,1,1,0,1,0,0,0,64,6942,6947,6947,6947,6947,6947,6947,6947,6947,6947,6947,6947,0
56.0115,6967,2135,4832,0,0,0,0,0,0,0,0.0504339,0.0500055,0.0501088,0.0511782,1,0,2,1,0,1,0,0,0,64,6966,6967,6967,6967,6967,6967,6967,6967,6967,6967,6967,6967,0
57.0116,6990,2144,4846,0,0,0,0,1,0,0,0.0529795,0.0571171,0.0516339,0.0501252,1,0,1,2,0,1,0,0,0,64,6971,6982,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,0
58.0118,6932,2067,4865,0,0,0,0,0,0,0,0.0501658,0.0491772,0.0505773,0.050757,2,1,2,1,1,2,0,0,0,64,6930,6931,6932,6932,6932,6932,6932,6932,6932,6932,6932,6932,0
59.012,6939,2105,4834,0,0,0,0,0,0,0,0.0500692,0.0494235,0.0496821,0.0511022,0,2,2,0,2,2,0,0,0,64,6938,6939,6939,6939,6939,6939,6939,6939,6939,6939,6939,6939,0
60.0122,6943,2154,4789,0,0,0,0,1,0,0,0.0497488,0.0493808,0.0505417,0.0493404,2,1,0,1,1,0,0,0,0,64,6943,6943,6943,6943,6943,6943,6943,6943,6943,6943,6943,6943,0
61.0123,6927,2224,4703,0,0,0,0,0,1,0,0.0505936,0.0511183,0.0507678,0.0499021,2,0,1,2,0,1,0,0,0,64,6924,6927,6927,6927,6927,6927,6927,6927,6927,6927,6927,6927,0
62.0125,6459,2018,4441,0,0,0,0,0,0,0,0.0588069,0.0561685,0.063933,0.0563567,1,1,0,1,1,0,0,0,0,64,6408,6443,6454,6459,6459,6459,6459,6459,6459,6459,6459,6459,0
63.0127,6978,2183,4795,0,0,0,0,0,0,0,0.0497048,0.0502959,0.0494135,0.0494046,0,1,2,0,1,2,0,0,0,64,6976,6978,6978,6978,6978,6978,6978,6978,6978,6978,6978,6978,0
64.0129,6941,2248,4693,0,0,0,0,0,0,0,0.05042,0.0504423,0.049364,0.0514577,0,1,1,0,0,1,0,0,0,64,6937,6941,6941,6941,6941,6941,6941,6941,6941,6941,6941,6941,0
65.0131,6921,2242,4679,0,0,0,0,0,0,1,0.0499465,0.0509272,0.050285,0.04868,1,0,1,1,0,1,0,0,0,64,6919,6921,6921,6921,6921,6921,6921,6921,6921,6921,6921,6921,0
66.0133,6928,2314,4614,0,0,0,0,0,0,0,0.0499943,0.050042,0.0501771,0.0497665,1,1,1,1,1,1,0,0,0,64,6922,6928,6928,6928,6928,6928,6928,6928,6928,6928,6928,6928,0
67.0134,6928,2435,4493,0,0,0,0,0,0,0,0.0523322,0.0506379,0.0512528,0.0551129,0,0,2,0,0,2,0,0,0,64,6915,6926,6928,6928,6928,6928,6928,6928,6928,6928,6928,6928,0
68.0136,6973,2354,4619,0,0,0,0,0,0,0,0.0505904,0.0506398,0.0504756,0.0506562,1,0,1,1,0,1,0,0,0,64,6968,6972,6973,6973,6973,6973,6973,6973,6973,6973,6973,6973,0
69.0137,6911,2370,4541,0,0,0,0,0,1,0,0.050432,0.0507495,0.0517995,0.0487606,1,0,1,0,0,1,0,0,0,64,6906,6911,6911,6911,6911,6911,6911,6911,6911,6911,6911,6911,0
70.0139,6955,2410,4545,0,0,0,0,0,0,0,0.0499855,0.0495531,0.0498219,0.0505867,1,0,3,1,0,3,0,0,0,64,6954,6955,6955,6955,6955,6955,6955,6955,6955,6955,6955,6955,0
71.0141,6981,2418,4563,0,0,0,0,0,0,1,0.0494553,0.0492756,0.0501864,0.0488993,1,0,0,1,0,0,0,0,0,64,6981,6981,6981,6981,6981,6981,6981,6981,6981,6981,6981,6981,0
72.0143,6938,2408,4530,0,0,0,0,0,0,0,0.0513675,0.0503963,0.0506244,0.0530522,1,0,1,1,0,1,0,0,0,64,6930,6938,6938,6938,6938,6938,6938,6938,6938,6938,6938,6938,0
73.0144,6935,2431,4504,0,0,0,0,1,0,0,0.0506378,0.0499189,0.0504475,0.0515509,1,1,0,1,1,0,0,0,0,64,6930,6935,6935,6935,6935,6935,6935,6935,6935,6935,6935,6935,0
74.0146,6924,2474,4450,0,0,0,0,0,0,0,0.0502103,0.0506287,0.0496857,0.0503184,1,1,0,1,1,0,0,0,0,64,6923,6924,6924,6924,6924,6924,6924,6924,6924,6924,6924,6924,0
75.0148,6951,2486,4465,0,0,0,0,0,0,0,0.0524737,0.0545495,0.0522206,0.050701,1,2,1,1,1,1,0,0,0,64,6930,6935,6951,6951,6951,6951,6951,6951,6951,6951,6951,6951,0
76.015,1683,631,1052,0,0,0,0,0,0,0,0.0493481,0.0489745,0.0498924,0.0491434,0,0,0,0,0,0,0,0,0,0,1683,1683,1683,1683,1683,1683,1683,1683,1683,1683,1683,1683,0
77.0153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.0156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.0162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.0165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.0167,1,1,0,0,0,0,0,0,0,0,0.122869,0,0,0.122869,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
83.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.0173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.0176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.0178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
