t_s,req_s,ok,not_found,timeout,overloaded,backend_unavailable,other,queue_len,avg_queue_wait_ms,avg_qwait_s0_ms,avg_qwait_s1_ms,avg_qwait_s2_ms,active_workers,waiting_s0,waiting_s1,waiting_s2,open_clients,lat_le_1ms,lat_le_2ms,lat_le_5ms,lat_le_10ms,lat_le_20ms,lat_le_50ms,lat_le_100ms,lat_le_200ms,lat_le_500ms,lat_le_1000ms,lat_le_2000ms,lat_le_5000ms,lat_gt_5000ms
45.0098,7122,1514,5608,0,0,0,0,0,0.048175,0.0477349,0.0484405,0.048345,1,1,0,0,64,7110,7121,7122,7122,7122,7122,7122,7122,7122,7122,7122,7122,0
46.0099,7150,1593,5557,0,0,0,0,0,0.047646,0.0472035,0.0482637,0.0474607,2,1,0,1,64,7143,7149,7150,7150,7150,7150,7150,7150,7150,7150,7150,7150,0
47.0102,7149,1598,5551,0,0,0,0,1,0.0489569,0.0498109,0.0475397,0.0495497,2,1,1,0,64,7137,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149,0
48.0105,7129,1635,5494,0,0,0,0,0,0.047528,0.0467811,0.0478068,0.0479893,2,1,1,0,64,7125,7128,7129,7129,7129,7129,7129,7129,7129,7129,7129,7129,0
49.0107,7125,1619,5506,0,0,0,0,0,0.0471393,0.0472021,0.0469167,0.0472987,2,0,1,1,64,7125,7125,7125,7125,7125,7125,7125,7125,7125,7125,7125,7125,0
50.0109,6735,1567,5168,0,0,0,0,1,0.0556802,0.0542375,0.0556811,0.0571139,2,0,1,1,64,6679,6706,6735,6735,6735,6735,6735,6735,6735,6735,6735,6735,0
51.0111,7172,1681,5491,0,0,0,0,0,0.0486043,0.048645,0.0487141,0.0484536,2,1,0,1,64,7167,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,0
52.0113,7111,1781,5330,0,0,0,0,0,0.0468639,0.0471382,0.0463318,0.047137,3,0,3,0,64,7109,7111,7111,7111,7111,7111,7111,7111,7111,7111,7111,7111,0
53.0114,7138,1811,5327,0,0,0,0,1,0.0468287,0.0461404,0.0471836,0.0471576,1,2,0,0,64,7137,7137,7138,7138,7138,7138,7138,7138,7138,7138,7138,7138,0
54.0116,7060,1763,5297,0,0,0,0,0,0.0477053,0.048283,0.0472431,0.0476102,1,0,1,0,64,7059,7060,7060,7060,7060,7060,7060,7060,7060,7060,7060,7060,0
55.0118,7113,1871,5242,0,0,0,0,0,0.0477301,0.048045,0.0469321,0.0481955,1,0,1,0,64,7110,7113,7113,7113,7113,7113,7113,7113,7113,7113,7113,7113,0
56.0119,7144,1818,5326,0,0,0,0,0,0.0473948,0.0479175,0.0474091,0.0468465,2,0,1,1,64,7144,7144,7144,7144,7144,7144,7144,7144,7144,7144,7144,7144,0
57.0121,7136,1814,5322,0,0,0,0,0,0.0493308,0.0499858,0.0492331,0.0487797,2,0,1,1,64,7126,7135,7136,7136,7136,7136,7136,7136,7136,7136,7136,7136,0
58.0123,7101,1928,5173,0,0,0,0,0,0.0474673,0.0475413,0.0475099,0.0473478,2,0,0,2,64,7099,7101,7101,7101,7101,7101,7101,7101,7101,7101,7101,7101,0
59.0124,7086,1973,5113,0,0,0,0,0,0.0476297,0.0484069,0.0479202,0.0465444,2,1,0,0,64,7083,7086,7086,7086,7086,7086,7086,7086,7086,7086,7086,7086,0
60.0126,7125,1998,5127,0,0,0,0,0,0.0535218,0.0535021,0.0540079,0.0530759,2,0,2,0,64,7095,7108,7125,7125,7125,7125,7125,7125,7125,7125,7125,7125,0
61.0127,7142,2025,5117,0,0,0,0,1,0.047605,0.0470694,0.0481342,0.0476335,3,1,2,0,64,7137,7142,7142,7142,7142,7142,7142,7142,7142,7142,7142,7142,0
62.0129,7118,2025,5093,0,0,0,0,0,0.0524709,0.0531562,0.0531384,0.0511081,2,0,1,1,64,7087,7111,7118,7118,7118,7118,7118,7118,7118,7118,7118,7118,0
63.0131,7095,2014,5081,0,0,0,0,1,0.0485484,0.048855,0.0480736,0.0487465,2,1,0,1,64,7089,7093,7095,7095,7095,7095,7095,7095,7095,7095,7095,7095,0
64.0133,6957,1996,4961,0,0,0,0,0,0.048457,0.049137,0.0475611,0.0486717,3,0,1,2,64,6952,6957,6957,6957,6957,6957,6957,6957,6957,6957,6957,6957,0
65.0135,7063,2082,4981,0,0,0,0,0,0.049311,0.0506927,0.0492364,0.0479611,2,0,0,2,64,7048,7063,7063,7063,7063,7063,7063,7063,7063,7063,7063,7063,0
66.0136,7117,2140,4977,0,0,0,0,0,0.0478364,0.0476752,0.0476001,0.0482195,1,1,0,0,64,7114,7117,7117,7117,7117,7117,7117,7117,7117,7117,7117,7117,0
67.0138,7101,2169,4932,0,0,0,0,0,0.0468824,0.046778,0.0465839,0.0472794,1,0,0,1,64,7096,7101,7101,7101,7101,7101,7101,7101,7101,7101,7101,7101,0
68.0139,7071,2076,4995,0,0,0,0,0,0.0480665,0.0481825,0.0484982,0.0475374,3,1,0,2,64,7069,7071,7071,7071,7071,7071,7071,7071,7071,7071,7071,7071,0
69.0141,7091,2173,4918,0,0,0,0,0,0.0479895,0.0480168,0.0477261,0.0482292,2,1,0,1,64,7088,7091,7091,7091,7091,7091,7091,7091,7091,7091,7091,7091,0
70.0143,7084,2214,4870,0,0,0,0,0,0.0499138,0.0499502,0.0498143,0.0499775,2,1,0,1,64,7064,7079,7084,7084,7084,7084,7084,7084,7084,7084,7084,7084,0
71.0145,7027,2219,4808,0,0,0,0,0,0.0525256,0.0542976,0.0501432,0.0531464,5,1,3,0,64,6999,7017,7027,7027,7027,7027,7027,7027,7027,7027,7027,7027,0
72.0147,6558,2075,4483,0,0,0,0,1,0.0671899,0.0624225,0.0677122,0.071398,0,0,0,0,64,6478,6512,6550,6557,6558,6558,6558,6558,6558,6558,6558,6558,0
73.0149,7101,2269,4832,0,0,0,0,0,0.049108,0.0492439,0.048692,0.049379,3,1,1,1,64,7094,7101,7101,7101,7101,7101,7101,7101,7101,7101,7101,7101,0
74.015,6216,2011,4205,0,0,0,0,0,0.0491524,0.0494999,0.0487339,0.0492383,0,0,0,0,64,6215,6216,6216,6216,6216,6216,6216,6216,6216,6216,6216,6216,0
75.0152,7102,2301,4801,0,0,0,0,0,0.047957,0.0477875,0.0482061,0.0478678,2,1,1,0,64,7098,7102,7102,7102,7102,7102,7102,7102,7102,7102,7102,7102,0
76.0154,7082,2439,4643,0,0,0,0,0,0.0504216,0.0505407,0.0502843,0.0504389,3,0,0,1,64,7058,7081,7082,7082,7082,7082,7082,7082,7082,7082,7082,7082,0
77.0156,7125,2464,4661,0,0,0,0,0,0.0475764,0.0475925,0.0481014,0.0470461,0,0,0,0,64,7123,7125,7125,7125,7125,7125,7125,7125,7125,7125,7125,7125,0
78.0157,7098,2413,4685,0,0,0,0,0,0.0477977,0.0473832,0.0474882,0.0485302,3,1,0,1,64,7097,7098,7098,7098,7098,7098,7098,7098,7098,7098,7098,7098,0
79.0159,7121,2445,4676,0,0,0,0,0,0.0481712,0.04889,0.0485001,0.0471027,3,2,0,1,64,7118,7121,7121,7121,7121,7121,7121,7121,7121,7121,7121,7121,0
80.0161,7039,2462,4577,0,0,0,0,1,0.0495195,0.0492177,0.0497515,0.0495824,4,1,1,1,64,7032,7039,7039,7039,7039,7039,7039,7039,7039,7039,7039,7039,0
81.0162,7115,2501,4614,0,0,0,0,1,0.0473025,0.0470749,0.0477818,0.0470482,1,0,0,1,64,7114,7115,7115,7115,7115,7115,7115,7115,7115,7115,7115,7115,0
82.0164,7065,2430,4635,0,0,0,0,1,0.0478161,0.0479904,0.0471297,0.0483316,2,0,0,2,64,7062,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,0
83.0166,7079,2501,4578,0,0,0,0,0,0.048137,0.0481973,0.0478321,0.0483755,1,1,0,0,64,7077,7078,7079,7079,7079,7079,7079,7079,7079,7079,7079,7079,0
84.0168,6969,2464,4505,0,0,0,0,2,0.0868551,0.0790906,0.0914419,0.0902388,3,2,1,0,64,6760,6863,6959,6969,6969,6969,6969,6969,6969,6969,6969,6969,0
85.017,7076,2574,4502,0,0,0,0,0,0.129839,0.128069,0.129229,0.13222,1,1,0,0,64,6675,6871,7038,7074,7076,7076,7076,7076,7076,7076,7076,7076,0
86.0172,6484,2327,4157,0,0,0,0,0,0.0477425,0.0466706,0.0491245,0.0474157,0,0,0,0,20,6481,6483,6484,6484,6484,6484,6484,6484,6484,6484,6484,6484,0
87.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88.0178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89.0181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90.0183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91.0186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.0189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.0192,1,1,0,0,0,0,0,0,0.131739,0,0,0.131739,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
94.0194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95.0197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97.0203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98.0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.0208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
