t_s,req_s,ok,not_found,other,open_connections,lat_le_1ms,lat_le_2ms,lat_le_5ms,lat_le_10ms,lat_le_20ms,lat_le_50ms,lat_le_100ms,lat_le_200ms,lat_le_500ms,lat_le_1000ms,lat_le_2000ms,lat_le_5000ms,lat_gt_5000ms
1.00021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.00055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.00117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.00141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.00161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.00183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.00206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.00231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.0031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.0041,1446,131,1315,0,16,1446,1446,1446,1446,1446,1446,1446,1446,1446,1446,1446,1446,0
17.0043,2322,201,2121,0,16,2322,2322,2322,2322,2322,2322,2322,2322,2322,2322,2322,2322,0
18.0045,2322,213,2109,0,16,2322,2322,2322,2322,2322,2322,2322,2322,2322,2322,2322,2322,0
19.0047,2326,238,2088,0,16,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,2326,0
20.0049,2256,216,2040,0,16,2256,2256,2256,2256,2256,2256,2256,2256,2256,2256,2256,2256,0
21.0051,2345,237,2108,0,16,2345,2345,2345,2345,2345,2345,2345,2345,2345,2345,2345,2345,0
22.0053,2355,241,2114,0,16,2355,2355,2355,2355,2355,2355,2355,2355,2355,2355,2355,2355,0
23.0055,2368,278,2090,0,16,2368,2368,2368,2368,2368,2368,2368,2368,2368,2368,2368,2368,0
24.0058,2372,299,2073,0,16,2372,2372,2372,2372,2372,2372,2372,2372,2372,2372,2372,2372,0
25.006,2305,287,2018,0,16,2305,2305,2305,2305,2305,2305,2305,2305,2305,2305,2305,2305,0
26.0062,2358,329,2029,0,16,2358,2358,2358,2358,2358,2358,2358,2358,2358,2358,2358,2358,0
27.0065,2294,326,1968,0,16,2294,2294,2294,2294,2294,2294,2294,2294,2294,2294,2294,2294,0
28.0066,2220,316,1904,0,16,2220,2220,2220,2220,2220,2220,2220,2220,2220,2220,2220,2220,0
29.0069,2289,331,1958,0,16,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,2289,0
30.0071,2397,334,2063,0,16,2397,2397,2397,2397,2397,2397,2397,2397,2397,2397,2397,2397,0
31.0073,2250,351,1899,0,16,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250,0
32.0075,2347,324,2023,0,16,2347,2347,2347,2347,2347,2347,2347,2347,2347,2347,2347,2347,0
33.0078,2345,408,1937,0,16,2345,2345,2345,2345,2345,2345,2345,2345,2345,2345,2345,2345,0
34.0081,2276,356,1920,0,16,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,2276,0
35.0084,2316,376,1940,0,16,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,0
36.0086,2330,420,1910,0,16,2330,2330,2330,2330,2330,2330,2330,2330,2330,2330,2330,2330,0
37.0088,2369,442,1927,0,16,2369,2369,2369,2369,2369,2369,2369,2369,2369,2369,2369,2369,0
38.009,2341,433,1908,0,16,2341,2341,2341,2341,2341,2341,2341,2341,2341,2341,2341,2341,0
39.0093,2296,472,1824,0,16,2296,2296,2296,2296,2296,2296,2296,2296,2296,2296,2296,2296,0
40.0095,2307,473,1834,0,16,2307,2307,2307,2307,2307,2307,2307,2307,2307,2307,2307,2307,0
41.0098,2332,488,1844,0,16,2332,2332,2332,2332,2332,2332,2332,2332,2332,2332,2332,2332,0
42.01,2345,494,1851,0,16,2345,2345,2345,2345,2345,2345,2345,2345,2345,2345,2345,2345,0
43.0102,2359,509,1850,0,16,2359,2359,2359,2359,2359,2359,2359,2359,2359,2359,2359,2359,0
44.0105,2212,439,1773,0,16,2212,2212,2212,2212,2212,2212,2212,2212,2212,2212,2212,2212,0
45.0106,2060,437,1623,0,16,2060,2060,2060,2060,2060,2060,2060,2060,2060,2060,2060,2060,0
46.0108,2349,509,1840,0,16,2345,2349,2349,2349,2349,2349,2349,2349,2349,2349,2349,2349,0
47.011,2265,505,1760,0,16,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265,0
48.0113,2366,539,1827,0,16,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,0
49.0115,2205,495,1710,0,16,2205,2205,2205,2205,2205,2205,2205,2205,2205,2205,2205,2205,0
50.0118,2349,524,1825,0,16,2349,2349,2349,2349,2349,2349,2349,2349,2349,2349,2349,2349,0
51.012,2415,596,1819,0,16,2415,2415,2415,2415,2415,2415,2415,2415,2415,2415,2415,2415,0
52.0122,2311,571,1740,0,16,2311,2311,2311,2311,2311,2311,2311,2311,2311,2311,2311,2311,0
53.0125,2312,602,1710,0,16,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,0
54.0127,2349,585,1764,0,16,2349,2349,2349,2349,2349,2349,2349,2349,2349,2349,2349,2349,0
55.0129,2334,650,1684,0,16,2334,2334,2334,2334,2334,2334,2334,2334,2334,2334,2334,2334,0
56.0131,2344,604,1740,0,16,2344,2344,2344,2344,2344,2344,2344,2344,2344,2344,2344,2344,0
57.0133,2336,611,1725,0,16,2336,2336,2336,2336,2336,2336,2336,2336,2336,2336,2336,2336,0
58.0135,2457,643,1814,0,16,2457,2457,2457,2457,2457,2457,2457,2457,2457,2457,2457,2457,0
59.0137,2338,654,1684,0,16,2338,2338,2338,2338,2338,2338,2338,2338,2338,2338,2338,2338,0
60.0139,2301,631,1670,0,16,2301,2301,2301,2301,2301,2301,2301,2301,2301,2301,2301,2301,0
61.0141,2334,661,1673,0,16,2334,2334,2334,2334,2334,2334,2334,2334,2334,2334,2334,2334,0
62.0143,2395,689,1706,0,16,2395,2395,2395,2395,2395,2395,2395,2395,2395,2395,2395,2395,0
63.0145,2360,650,1710,0,16,2360,2360,2360,2360,2360,2360,2360,2360,2360,2360,2360,2360,0
64.0147,2279,639,1640,0,16,2279,2279,2279,2279,2279,2279,2279,2279,2279,2279,2279,2279,0
65.0149,2312,657,1655,0,16,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,0
66.0151,2436,720,1716,0,16,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,0
67.0153,2353,692,1661,0,16,2353,2353,2353,2353,2353,2353,2353,2353,2353,2353,2353,2353,0
68.0155,2342,731,1611,0,16,2342,2342,2342,2342,2342,2342,2342,2342,2342,2342,2342,2342,0
69.0158,2295,663,1632,0,16,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295,0
70.0159,2351,735,1616,0,16,2351,2351,2351,2351,2351,2351,2351,2351,2351,2351,2351,2351,0
71.0161,2324,786,1538,0,16,2324,2324,2324,2324,2324,2324,2324,2324,2324,2324,2324,2324,0
72.0163,2148,707,1441,0,16,2148,2148,2148,2148,2148,2148,2148,2148,2148,2148,2148,2148,0
73.0165,2331,719,1612,0,16,2331,2331,2331,2331,2331,2331,2331,2331,2331,2331,2331,2331,0
74.0168,2284,738,1546,0,16,2284,2284,2284,2284,2284,2284,2284,2284,2284,2284,2284,2284,0
75.017,2312,799,1513,0,16,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,2312,0
76.0172,2259,781,1478,0,16,2259,2259,2259,2259,2259,2259,2259,2259,2259,2259,2259,2259,0
77.0174,2296,799,1497,0,16,2296,2296,2296,2296,2296,2296,2296,2296,2296,2296,2296,2296,0
78.0175,2319,789,1530,0,16,2319,2319,2319,2319,2319,2319,2319,2319,2319,2319,2319,2319,0
79.0178,2400,803,1597,0,16,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,0
80.018,2318,809,1509,0,16,2318,2318,2318,2318,2318,2318,2318,2318,2318,2318,2318,2318,0
81.0182,2385,864,1521,0,16,2385,2385,2385,2385,2385,2385,2385,2385,2385,2385,2385,2385,0
82.0184,2282,798,1484,0,16,2282,2282,2282,2282,2282,2282,2282,2282,2282,2282,2282,2282,0
83.0186,2328,840,1488,0,16,2328,2328,2328,2328,2328,2328,2328,2328,2328,2328,2328,2328,0
84.0188,2315,811,1504,0,16,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,0
85.0189,2325,850,1475,0,16,2320,2321,2325,2325,2325,2325,2325,2325,2325,2325,2325,2325,0
86.0192,596,228,368,0,16,596,596,596,596,596,596,596,596,596,596,596,596,0
87.0195,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
88.0198,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
89.02,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
90.0203,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
91.0205,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
92.0208,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
93.021,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
94.0213,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
95.0215,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
96.0218,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
97.0221,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
98.0223,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
99.0225,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
100.023,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
101.023,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
102.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
