t_s,req_s,ok,not_found,timeout,overloaded,backend_unavailable,other,queue_len,avg_queue_wait_ms,avg_qwait_s0_ms,avg_qwait_s1_ms,avg_qwait_s2_ms,active_workers,waiting_s0,waiting_s1,waiting_s2,open_clients,lat_le_1ms,lat_le_2ms,lat_le_5ms,lat_le_10ms,lat_le_20ms,lat_le_50ms,lat_le_100ms,lat_le_200ms,lat_le_500ms,lat_le_1000ms,lat_le_2000ms,lat_le_5000ms,lat_gt_5000ms
29.006,7165,1431,5734,0,0,0,0,0,0.0486053,0.04963,0.0481643,0.0480279,3,0,1,2,64,7162,7165,7165,7165,7165,7165,7165,7165,7165,7165,7165,7165,0
30.0062,7144,1424,5720,0,0,0,0,0,0.0489857,0.0495473,0.048339,0.0490864,3,2,1,0,64,7136,7144,7144,7144,7144,7144,7144,7144,7144,7144,7144,7144,0
31.0064,7197,1473,5724,0,0,0,0,0,0.0480428,0.0476179,0.0485011,0.0480008,2,2,0,0,64,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,0
32.0066,7118,1476,5642,0,0,0,0,1,0.0492523,0.0496605,0.0487516,0.0493204,2,1,1,0,64,7107,7118,7118,7118,7118,7118,7118,7118,7118,7118,7118,7118,0
33.0067,7128,1522,5606,0,0,0,0,0,0.0489417,0.0488425,0.0489879,0.0489927,2,1,0,1,64,7124,7128,7128,7128,7128,7128,7128,7128,7128,7128,7128,7128,0
34.0069,7110,1514,5596,0,0,0,0,0,0.0477246,0.0474171,0.0480209,0.0477202,3,2,1,0,64,7106,7110,7110,7110,7110,7110,7110,7110,7110,7110,7110,7110,0
35.007,7129,1638,5491,0,0,0,0,0,0.0488418,0.0489703,0.0489897,0.0485664,1,1,0,0,64,7112,7125,7129,7129,7129,7129,7129,7129,7129,7129,7129,7129,0
36.0072,7148,1583,5565,0,0,0,0,0,0.0476126,0.0472394,0.0474254,0.0481707,1,0,1,0,64,7147,7148,7148,7148,7148,7148,7148,7148,7148,7148,7148,7148,0
37.0074,7150,1624,5526,0,0,0,0,0,0.0503117,0.0504536,0.0489016,0.0515705,4,2,1,1,64,7122,7148,7150,7150,7150,7150,7150,7150,7150,7150,7150,7150,0
38.0078,7153,1627,5526,0,0,0,0,1,0.0484649,0.0477852,0.0489241,0.0486963,3,1,0,1,64,7147,7153,7153,7153,7153,7153,7153,7153,7153,7153,7153,7153,0
39.008,6838,1610,5228,0,0,0,0,0,0.060641,0.0630064,0.0587682,0.0601527,2,0,1,1,64,6780,6806,6832,6838,6838,6838,6838,6838,6838,6838,6838,6838,0
40.0081,7168,1765,5403,0,0,0,0,0,0.0488229,0.0478452,0.0490181,0.0496384,1,0,0,1,64,7154,7166,7168,7168,7168,7168,7168,7168,7168,7168,7168,7168,0
41.0083,7117,1773,5344,0,0,0,0,1,0.0477475,0.047802,0.0472765,0.0481632,3,1,1,0,64,7112,7117,7117,7117,7117,7117,7117,7117,7117,7117,7117,7117,0
42.0085,7166,1785,5381,0,0,0,0,0,0.0474988,0.04761,0.0475448,0.0473381,1,0,1,0,64,7165,7166,7166,7166,7166,7166,7166,7166,7166,7166,7166,7166,0
43.0088,7084,1834,5250,0,0,0,0,1,0.0551484,0.0550578,0.0552009,0.0551866,4,1,3,0,64,7043,7065,7084,7084,7084,7084,7084,7084,7084,7084,7084,7084,0
44.0092,7163,1860,5303,0,0,0,0,1,0.0482715,0.0488199,0.0477843,0.048211,2,0,1,1,64,7158,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,7163,0
45.0094,7150,1850,5300,0,0,0,0,1,0.0473282,0.0481535,0.046561,0.0472908,0,0,0,0,64,7148,7150,7150,7150,7150,7150,7150,7150,7150,7150,7150,7150,0
46.0097,7164,1880,5284,0,0,0,0,0,0.0528639,0.0550186,0.0499909,0.0535445,3,1,0,1,64,7131,7153,7164,7164,7164,7164,7164,7164,7164,7164,7164,7164,0
47.0099,7131,1939,5192,0,0,0,0,0,0.047199,0.0468462,0.0475087,0.0472633,2,0,1,1,64,7129,7131,7131,7131,7131,7131,7131,7131,7131,7131,7131,7131,0
48.0102,7114,2003,5111,0,0,0,0,0,0.0485068,0.047918,0.0484962,0.049065,1,0,1,0,64,7108,7114,7114,7114,7114,7114,7114,7114,7114,7114,7114,7114,0
49.0105,7146,1991,5155,0,0,0,0,0,0.0481299,0.0479583,0.0485183,0.0479223,2,1,1,0,64,7144,7146,7146,7146,7146,7146,7146,7146,7146,7146,7146,7146,0
50.0108,7134,2063,5071,0,0,0,0,0,0.0488392,0.0485716,0.0494921,0.0484735,3,1,0,0,64,7129,7134,7134,7134,7134,7134,7134,7134,7134,7134,7134,7134,0
51.0112,7152,1983,5169,0,0,0,0,0,0.04916,0.0488509,0.0487871,0.0498768,1,1,0,0,64,7150,7152,7152,7152,7152,7152,7152,7152,7152,7152,7152,7152,0
52.0113,7109,2050,5059,0,0,0,0,0,0.0486222,0.0484659,0.0494483,0.0479345,3,1,2,0,64,7103,7108,7109,7109,7109,7109,7109,7109,7109,7109,7109,7109,0
53.0115,7153,2062,5091,0,0,0,0,0,0.0479736,0.0481419,0.0483794,0.0474105,3,1,0,1,64,7147,7152,7153,7153,7153,7153,7153,7153,7153,7153,7153,7153,0
54.0117,7086,2116,4970,0,0,0,0,1,0.0493144,0.049125,0.0496107,0.0492156,2,1,0,1,64,7076,7086,7086,7086,7086,7086,7086,7086,7086,7086,7086,7086,0
55.012,7115,2184,4931,0,0,0,0,0,0.0474428,0.0476662,0.0471169,0.0475306,2,2,0,0,64,7112,7114,7115,7115,7115,7115,7115,7115,7115,7115,7115,7115,0
56.0122,7137,2151,4986,0,0,0,0,0,0.05109,0.0506133,0.0506597,0.0519774,2,1,0,0,64,7116,7132,7137,7137,7137,7137,7137,7137,7137,7137,7137,7137,0
57.0124,7125,2155,4970,0,0,0,0,1,0.0484751,0.0482551,0.0483447,0.0488241,2,0,0,2,64,7124,7125,7125,7125,7125,7125,7125,7125,7125,7125,7125,7125,0
58.0127,7111,2171,4940,0,0,0,0,0,0.0491028,0.0485118,0.0483161,0.0505108,3,2,0,1,64,7107,7111,7111,7111,7111,7111,7111,7111,7111,7111,7111,7111,0
59.0129,7047,2219,4828,0,0,0,0,0,0.0483953,0.0483353,0.0486294,0.0482263,2,0,1,1,64,7043,7047,7047,7047,7047,7047,7047,7047,7047,7047,7047,7047,0
60.0131,7076,2237,4839,0,0,0,0,0,0.0476131,0.047819,0.0473604,0.0476565,2,0,2,0,64,7074,7076,7076,7076,7076,7076,7076,7076,7076,7076,7076,7076,0
61.0132,6270,1973,4297,0,0,0,0,1,0.0505244,0.0505568,0.0504432,0.0505711,2,0,1,0,64,6261,6270,6270,6270,6270,6270,6270,6270,6270,6270,6270,6270,0
62.0134,6556,2123,4433,0,0,0,0,0,0.0560903,0.0565933,0.0533819,0.0582783,2,0,2,0,64,6508,6532,6548,6556,6556,6556,6556,6556,6556,6556,6556,6556,0
63.0136,7069,2262,4807,0,0,0,0,0,0.0489774,0.0489301,0.0488185,0.0491808,2,0,0,1,64,7065,7069,7069,7069,7069,7069,7069,7069,7069,7069,7069,7069,0
64.0137,7057,2392,4665,0,0,0,0,0,0.0480997,0.0482783,0.0481809,0.0478436,2,0,1,1,64,7056,7057,7057,7057,7057,7057,7057,7057,7057,7057,7057,7057,0
65.0139,6959,2405,4554,0,0,0,0,0,0.0485882,0.0485711,0.0490759,0.0481213,2,1,0,1,64,6957,6958,6959,6959,6959,6959,6959,6959,6959,6959,6959,6959,0
66.0141,7071,2407,4664,0,0,0,0,0,0.0490392,0.0491711,0.0489436,0.0490072,2,0,1,1,64,7060,7071,7071,7071,7071,7071,7071,7071,7071,7071,7071,7071,0
67.0143,7111,2444,4667,0,0,0,0,1,0.0482337,0.048229,0.0484476,0.0480289,1,1,0,0,64,7105,7110,7111,7111,7111,7111,7111,7111,7111,7111,7111,7111,0
68.0145,7080,2454,4626,0,0,0,0,1,0.0479478,0.0470438,0.0488562,0.0479586,1,1,0,0,64,7076,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,7080,0
69.0146,7081,2480,4601,0,0,0,0,0,0.0477846,0.048248,0.0481602,0.0469397,4,1,0,2,64,7076,7081,7081,7081,7081,7081,7081,7081,7081,7081,7081,7081,0
70.0148,6971,2405,4566,0,0,0,0,1,0.0478172,0.0478297,0.0479818,0.0476423,3,2,0,1,64,6965,6971,6971,6971,6971,6971,6971,6971,6971,6971,6971,6971,0
71.015,6994,2423,4571,0,0,0,0,0,0.160792,0.16625,0.163311,0.152923,1,1,0,0,64,6484,6716,6958,6993,6994,6994,6994,6994,6994,6994,6994,6994,0
72.0152,7059,2509,4550,0,0,0,0,0,0.0493682,0.0490848,0.0490901,0.0499592,3,0,0,1,64,7048,7059,7059,7059,7059,7059,7059,7059,7059,7059,7059,7059,0
73.0153,7022,2529,4493,0,0,0,0,1,0.0494387,0.049243,0.0504532,0.0486226,1,1,0,0,64,6997,7010,7022,7022,7022,7022,7022,7022,7022,7022,7022,7022,0
74.0155,7015,2591,4424,0,0,0,0,0,0.0624197,0.0631523,0.0633475,0.0608018,1,0,1,0,64,6928,6986,7011,7015,7015,7015,7015,7015,7015,7015,7015,7015,0
75.0157,4965,1770,3195,0,0,0,0,0,0.0488548,0.0483747,0.0491926,0.0490113,0,0,0,0,0,4944,4957,4965,4965,4965,4965,4965,4965,4965,4965,4965,4965,0
76.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.0163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.0165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.0168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.0173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.0175,1,1,0,0,0,0,0,0,0.162776,0,0,0.162776,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
83.0177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.0183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.0185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.0188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89.0192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
