t_s,req_s,ok,not_found,timeout,overloaded,backend_unavailable,other,queue_len,avg_queue_wait_ms,avg_qwait_s0_ms,avg_qwait_s1_ms,avg_qwait_s2_ms,active_workers,waiting_s0,waiting_s1,waiting_s2,open_clients,lat_le_1ms,lat_le_2ms,lat_le_5ms,lat_le_10ms,lat_le_20ms,lat_le_50ms,lat_le_100ms,lat_le_200ms,lat_le_500ms,lat_le_1000ms,lat_le_2000ms,lat_le_5000ms,lat_gt_5000ms
1.00015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.00051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.00076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.00119,1219,109,1110,0,0,0,0,0,0.062481,0.0629715,0.066205,0.0582183,0,0,0,0,62,1166,1206,1219,1219,1219,1219,1219,1219,1219,1219,1219,1219,0
6.00138,7065,603,6462,0,0,0,0,0,0.0489439,0.0494997,0.0492822,0.0480603,3,1,0,2,64,7058,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,7065,0
7.00156,7144,622,6522,0,0,0,0,0,0.0474866,0.0478221,0.047635,0.0470124,2,1,0,1,64,7141,7144,7144,7144,7144,7144,7144,7144,7144,7144,7144,7144,0
8.00172,7170,712,6458,0,0,0,0,0,0.0498228,0.0491447,0.0513473,0.0489983,3,0,2,0,64,7160,7167,7170,7170,7170,7170,7170,7170,7170,7170,7170,7170,0
9.00188,7142,723,6419,0,0,0,0,0,0.0484755,0.0491137,0.0479176,0.0484001,2,0,0,1,64,7134,7141,7142,7142,7142,7142,7142,7142,7142,7142,7142,7142,0
10.002,7216,762,6454,0,0,0,0,0,0.0477406,0.0475628,0.0471527,0.0485071,4,1,3,0,64,7211,7216,7216,7216,7216,7216,7216,7216,7216,7216,7216,7216,0
11.0022,7205,767,6438,0,0,0,0,0,0.0480572,0.0484259,0.0479041,0.0478357,2,1,0,0,64,7196,7205,7205,7205,7205,7205,7205,7205,7205,7205,7205,7205,0
12.0024,7186,847,6339,0,0,0,0,0,0.0476882,0.0477853,0.0473465,0.0479343,2,0,2,0,64,7183,7186,7186,7186,7186,7186,7186,7186,7186,7186,7186,7186,0
13.0025,7132,870,6262,0,0,0,0,1,0.0479323,0.0475833,0.0479137,0.0483048,3,1,1,0,64,7131,7132,7132,7132,7132,7132,7132,7132,7132,7132,7132,7132,0
14.0027,7187,916,6271,0,0,0,0,0,0.0477127,0.0473219,0.0480964,0.0477178,2,2,0,0,64,7186,7187,7187,7187,7187,7187,7187,7187,7187,7187,7187,7187,0
15.0029,7193,938,6255,0,0,0,0,0,0.0495675,0.0497158,0.0489125,0.0500616,3,1,2,0,64,7182,7192,7193,7193,7193,7193,7193,7193,7193,7193,7193,7193,0
16.0031,7206,964,6242,0,0,0,0,0,0.0497654,0.0493986,0.0496766,0.0502292,2,1,1,0,64,7198,7205,7206,7206,7206,7206,7206,7206,7206,7206,7206,7206,0
17.0032,7044,991,6053,0,0,0,0,0,0.0583096,0.0573596,0.0611223,0.0563786,1,0,0,1,64,6970,7019,7041,7044,7044,7044,7044,7044,7044,7044,7044,7044,0
18.0034,7120,991,6129,0,0,0,0,0,0.0487315,0.0480666,0.0488369,0.0492619,1,0,1,0,64,7101,7117,7120,7120,7120,7120,7120,7120,7120,7120,7120,7120,0
19.0036,7203,1008,6195,0,0,0,0,0,0.0482323,0.0475627,0.0487698,0.0483751,3,1,0,2,64,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,7203,0
20.0038,7181,1092,6089,0,0,0,0,0,0.0476914,0.0468095,0.0482258,0.0480104,2,1,0,1,64,7179,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,0
21.0041,7180,1162,6018,0,0,0,0,1,0.0507594,0.0510459,0.0509256,0.0503102,1,0,0,1,64,7158,7179,7180,7180,7180,7180,7180,7180,7180,7180,7180,7180,0
22.0043,7195,1250,5945,0,0,0,0,1,0.0482228,0.0479643,0.0482739,0.0484304,1,0,1,0,64,7193,7195,7195,7195,7195,7195,7195,7195,7195,7195,7195,7195,0
23.0045,7141,1124,6017,0,0,0,0,0,0.0475046,0.0473328,0.0475754,0.0476047,1,0,0,1,64,7141,7141,7141,7141,7141,7141,7141,7141,7141,7141,7141,7141,0
24.0047,7202,1285,5917,0,0,0,0,0,0.0491221,0.0496363,0.0491634,0.0485987,1,0,1,0,64,7193,7202,7202,7202,7202,7202,7202,7202,7202,7202,7202,7202,0
25.0049,7199,1271,5928,0,0,0,0,1,0.0504007,0.0513768,0.0501215,0.0497236,2,0,1,1,64,7181,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,0
26.0051,7188,1338,5850,0,0,0,0,0,0.0516321,0.0509093,0.0537786,0.0502352,1,1,0,0,64,7162,7184,7188,7188,7188,7188,7188,7188,7188,7188,7188,7188,0
27.0054,7197,1397,5800,0,0,0,0,0,0.0649167,0.0604642,0.0681876,0.0660659,3,2,1,0,64,7116,7152,7196,7197,7197,7197,7197,7197,7197,7197,7197,7197,0
28.0057,7121,1351,5770,0,0,0,0,0,0.0495442,0.0505691,0.0492021,0.0488936,0,0,0,0,64,7107,7119,7121,7121,7121,7121,7121,7121,7121,7121,7121,7121,0
