t_rel_s,lat_ms,status,shard,op
0.0798549810424447,9.248648071661592,NOT_FOUND,0,GET
0.08679332002066076,6.909765070304275,NOT_FOUND,1,GET
0.09532923507504165,8.508360013365746,NOT_FOUND,0,GET
0.10830642003566027,12.952130055055022,NOT_FOUND,1,GET
0.11381571693345904,5.484648980200291,NOT_FOUND,2,GET
0.12170713790692389,7.859994890168309,OK,2,PUT
0.13911031698808074,17.379346070811152,NOT_FOUND,1,GET
0.14305948093533516,3.927960991859436,NOT_FOUND,2,GET
0.14948106510564685,6.39641797170043,OK,2,PUT
0.15212440909817815,2.5972891598939896,NOT_FOUND,1,GET
0.15289010503329337,0.7127700373530388,NOT_FOUND,2,GET
0.1644343789666891,11.484941001981497,NOT_FOUND,1,GET
0.1733494009822607,8.893355028703809,NOT_FOUND,0,GET
0.1783044629264623,4.91285789757967,NOT_FOUND,1,GET
0.18486002692952752,6.534045794978738,NOT_FOUND,1,GET
0.1879683299921453,3.081969916820526,NOT_FOUND,2,GET
0.20268231304362416,14.685706002637744,NOT_FOUND,1,GET
0.2078882979694754,5.182633874937892,NOT_FOUND,0,GET
0.22583678597584367,17.91110006161034,NOT_FOUND,0,GET
0.22891190298832953,3.0525620095431805,NOT_FOUND,2,GET
0.2342601651325822,5.308244144544005,NOT_FOUND,0,GET
0.25180471199564636,17.520121997222304,NOT_FOUND,2,GET
0.26616717991419137,14.336819993332028,NOT_FOUND,0,GET
0.2718401791062206,5.646388046443462,NOT_FOUND,2,GET
0.30029513593763113,28.431308921426535,NOT_FOUND,1,GET
0.3054111960809678,5.0920420326292515,NOT_FOUND,0,GET
0.310173962963745,4.73960000090301,NOT_FOUND,1,GET
0.3190417450387031,8.844244992360473,NOT_FOUND,2,GET
0.32569773495197296,6.625841837376356,NOT_FOUND,1,GET
0.3409411939792335,15.22249705158174,NOT_FOUND,1,GET
0.3417775190901011,0.8087879978120327,NOT_FOUND,1,DELETE
0.35736495605669916,15.562382061034441,OK,0,PUT
0.36413101805374026,6.7408590111881495,OK,1,PUT
0.37517701904289424,11.02239009924233,NOT_FOUND,1,GET
0.3837394891306758,8.513341192156076,NOT_FOUND,2,GET
0.38435768708586693,0.5964760202914476,NOT_FOUND,2,DELETE
0.3992112979758531,14.832462882623076,NOT_FOUND,2,GET
0.4036075510084629,4.3723089620471,NOT_FOUND,1,GET
0.4146639769896865,11.02851890027523,NOT_FOUND,0,GET
0.4256094419397414,10.92066802084446,OK,1,PUT
0.4366049999371171,10.97226096317172,NOT_FOUND,0,GET
0.4471749500371516,10.54798811674118,NOT_FOUND,0,GET
0.4494654079899192,2.2671250626444817,NOT_FOUND,1,GET
0.46028402308002114,10.796115035191178,OK,0,PUT
0.47015449800528586,9.850123897194862,NOT_FOUND,1,GET
0.48633600398898125,16.159432008862495,NOT_FOUND,1,GET
0.4987975829280913,12.438578996807337,NOT_FOUND,1,GET
0.5104683560784906,11.62812509573996,OK,0,PUT
0.5149416259955615,4.449493018910289,NOT_FOUND,0,GET
0.527671183925122,12.704798951745033,NOT_FOUND,0,GET
0.5305043230764568,2.812304999679327,NOT_FOUND,1,GET
0.5333940349519253,2.8669899329543114,OK,1,PUT
0.5421548921149224,8.738320088014007,NOT_FOUND,1,GET
0.5595221999101341,17.33834482729435,NOT_FOUND,0,GET
0.5600932869128883,0.5495499353855848,NOT_FOUND,1,GET
0.5631186459213495,3.00241494551301,NOT_FOUND,2,GET
0.5767495660111308,13.605402084067464,NOT_FOUND,0,GET
0.5815338699612767,4.762841854244471,NOT_FOUND,0,GET
0.5862469710409641,4.688583081588149,NOT_FOUND,0,GET
0.5992058229167014,12.934925965964794,NOT_FOUND,1,GET
0.6126686329953372,13.439605943858624,NOT_FOUND,0,GET
0.6133937931153923,0.6930120289325714,NOT_FOUND,1,GET
0.6161029140930623,2.6567880995571613,OK,2,PUT
0.6319340709596872,15.807564835995436,NOT_FOUND,1,GET
0.6325801759958267,0.6184938829392195,OK,2,PUT
0.6370827050413936,4.450751934200525,NOT_FOUND,0,GET
0.6477483760099858,10.60350495390594,NOT_FOUND,2,GET
0.6566725100856274,8.89609707519412,NOT_FOUND,0,GET
0.6684880219399929,11.793586891144514,NOT_FOUND,1,GET
0.6691189780831337,0.6099571473896503,NOT_FOUND,0,GET
0.6758638739120215,6.72289589419961,NOT_FOUND,2,GET
0.6847497851122171,8.862800197675824,NOT_FOUND,2,GET
0.6898741230834275,5.09622716344893,OK,0,PUT
0.7129913929384202,23.05473294109106,NOT_FOUND,0,GET
0.7171252220869064,4.109811037778854,NOT_FOUND,0,GET
0.7239407470915467,6.781561998650432,NOT_FOUND,0,GET
0.7328015100210905,8.838763926178217,NOT_FOUND,2,GET
0.7430192970205098,10.182732017710805,NOT_FOUND,2,GET
0.7515355460345745,8.489675121381879,NOT_FOUND,0,GET
0.7582332941237837,6.676082033663988,NOT_FOUND,1,GET
0.764946079114452,6.685434142127633,NOT_FOUND,0,GET
0.7776787660550326,12.707651127129793,NOT_FOUND,0,GET
0.782656512921676,4.954449832439423,NOT_FOUND,2,GET
0.7873881699051708,4.708545980975032,NOT_FOUND,2,GET
0.794370748102665,6.959634134545922,NOT_FOUND,2,GET
0.8009098309557885,6.511712912470102,OK,1,PUT
0.8155605930369347,14.624966075643897,NOT_FOUND,1,GET
0.8261251540388912,10.54282090626657,NOT_FOUND,1,GET
0.8463015640154481,20.12922498397529,NOT_FOUND,1,GET
0.8595427279360592,13.216126943007112,OK,2,PUT
0.8666508421301842,7.085577119141817,NOT_FOUND,2,GET
0.8815623049158603,14.830944826826453,NOT_FOUND,1,GET
0.8967334309127182,15.14803385362029,NOT_FOUND,0,GET
0.9055918059311807,8.828429970890284,NOT_FOUND,0,GET
0.9100807800423354,4.465456120669842,NOT_FOUND,1,GET
0.9190587641205639,8.958114078268409,NOT_FOUND,0,GET
0.9258068269118667,6.724543869495392,NOT_FOUND,0,GET
0.930305004119873,4.44410415366292,NOT_FOUND,1,GET
0.9389381220098585,8.610655087977648,NOT_FOUND,1,GET
0.950578821124509,11.61508820950985,NOT_FOUND,2,GET
