t_s,req_s,ok,not_found,other,open_connections,lat_le_1ms,lat_le_2ms,lat_le_5ms,lat_le_10ms,lat_le_20ms,lat_le_50ms,lat_le_100ms,lat_le_200ms,lat_le_500ms,lat_le_1000ms,lat_le_2000ms,lat_le_5000ms,lat_gt_5000ms
1.00015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.00048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.00072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.00102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.00127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.00153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.00181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.00204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.00228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.0028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.0041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.0046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.0048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.0053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.0063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.0068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.0073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.0078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.0082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.0084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.0087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.0093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.0095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.0098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.0103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.0108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.0111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.0113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.0119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.0121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.0123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.0126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.0128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52.0131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.0133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.0136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.0138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.0143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58.0146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59.0148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61.0153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.0156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.0158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.0161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65.0163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.0165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.0168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68.0171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.0173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.0177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.0182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.0185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.0188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
